slice_name,method,phi_dim,arch,z_dim,z_s_fraction,x_dim,s_dim,alpha,delta,n,learner,y_type,finetune,trial_seed,dgp_seed,encoder_key,epochs_run,lambda_loss_s,num_observational,cate_regressor,error,diag_r2_phi_s,diag_r2_phi_s_x,diag_r2_gap,diag_r2_xs_resid_mean,diag_r2_xs_resid_max,mse,pehe,pehe_norm,spearman_rho,pearson_r,abs_regret,norm_regret,auuc,topk_10_value,topk_10_norm,policy_value_10,policy_norm_10,topk_20_value,topk_20_norm,policy_value_20,policy_norm_20,topk_50_value,topk_50_norm,policy_value_50,policy_norm_50,source_file,array_task_id,run_seed,run_timestamp
alpha_sweep_dml_varmatched,encoder_pred,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,h_y,frozen,1000,42,046578539f5ee11f7116ae6569884826,46,2.0,10000,histgbr,,,,,,,329.7030073113927,18.157725829833225,2.1281109653938564,-0.06525810324129651,-0.0849079612804554,3.4055707049369808,0.8144073199709613,0.16470884685167803,-3.773608684539795,-0.2374154950488782,-3.773608684539795,-0.3442139800964057,-0.5198711156845093,-0.03749880822270613,-0.5198711156845093,-0.14147467369109373,1.9276304244995117,0.23060601210059575,1.9276304244995117,0.09368484868195856,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,encoder_pred,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,true_y,frozen,1000,42,046578539f5ee11f7116ae6569884826,46,2.0,10000,histgbr,,,,,,,260.32550338468303,16.134605770972,1.8909984535121644,0.40734693877551015,0.38495444178702776,2.285085864663124,0.5464548576971209,0.5435394299219274,5.517571926116943,0.3471364361847181,5.517571926116943,0.2907892837228462,5.4952311515808105,0.39637635728472065,5.4952311515808105,0.3358825136570665,3.8514766693115234,0.4607593157485154,3.8514766693115234,0.3647961772114507,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,mi_mine_cond,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,h_y,frozen,1000,42,170fb0fe08485992dcf5ba3960c91803,16,2.0,10000,histgbr,,,,,,,273.24523785849124,16.530131211169838,1.9373545905232374,0.0018727490996398558,-0.010189067653844256,3.4024778801202773,0.8136677026238718,0.21795972723998513,-2.504368782043457,-0.1575616349966913,-2.504368782043457,-0.25746811706470707,1.0437977313995361,0.07529014359936141,1.0437977313995361,-0.017382259360899238,2.0072243213653564,0.2401279779870515,2.0072243213653564,0.10490134125787494,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,mi_mine_cond,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,true_y,frozen,1000,42,170fb0fe08485992dcf5ba3960c91803,16,2.0,10000,histgbr,,,,,,,234.70025241729545,15.319929909020322,1.7955172984760779,0.0954141656662665,0.08275184532459805,3.5338959270715713,0.84509498124659,0.29381092199434894,-1.919650673866272,-0.12077426494275056,-1.919650673866272,-0.21750571372052258,3.451629161834717,0.24896936200257658,3.451629161834717,0.17370271113014968,2.0072243213653564,0.2401279779870515,2.0072243213653564,0.10490134125787494,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,mi_infonce_cond,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,h_y,frozen,1000,42,0a7d44039a1dfc1e2ce0c5895278fca7,34,2.0,10000,histgbr,,,,,,,187.8376953124705,13.705389279858872,1.6062908695062592,0.2680912364945978,0.26760199691903563,2.4035977292060853,0.5747957551118409,0.43886545347916234,2.566377639770508,0.1614629042817122,2.566377639770508,0.08909069637160415,6.766467094421387,0.48807183985374814,6.766467094421387,0.43676751729743724,4.122774600982666,0.49321519179128226,4.122774600982666,0.4030278929117113,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,mi_infonce_cond,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,true_y,frozen,1000,42,0a7d44039a1dfc1e2ce0c5895278fca7,34,2.0,10000,histgbr,,,,,,,151.8402281405412,12.322346697790206,1.4441963367387713,0.3669147659063625,0.37373015853385616,1.9269872474670406,0.4608192446431361,0.5184710227843179,5.458705425262451,0.3434328673702243,5.458705425262451,0.2867660684030033,6.766467094421387,0.48807183985374814,6.766467094421387,0.43676751729743724,4.509336471557617,0.539460307177745,4.509336471557617,0.45750277757208146,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,autoencoder,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,h_y,frozen,1000,42,b9f116f6359230079c37508f5f8441c8,54,2.0,10000,histgbr,,,,,,,402.07767788706826,20.051874672635183,2.3501078696445004,0.00773109243697479,0.012892096251103723,3.7374192947149276,0.8937655080847511,0.212410088638439,1.762184500694275,0.11086732636423674,1.762184500694275,0.0341283305051245,4.790079116821289,0.34551305651356334,4.790079116821289,0.2799218039285731,1.6911582946777344,0.2023164114914473,1.6911582946777344,0.060360837759014394,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,autoencoder,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,true_y,frozen,1000,42,b9f116f6359230079c37508f5f8441c8,54,2.0,10000,histgbr,,,,,,,424.82530607259105,20.611290742517582,2.415672218599383,0.0025450180072028807,0.006002032884149059,3.4195532745122907,0.8177511081347564,0.20937003978530438,1.762184500694275,0.11086732636423674,1.762184500694275,0.0341283305051245,3.6038143634796143,0.2599466283261765,3.6038143634796143,0.1857800951188759,1.691158652305603,0.20231645427513426,1.691158652305603,0.06036088815647565,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,pca,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,h_y,frozen,1000,42,b4bf743fbcae0dbf7e5acfca52574495,0,2.0,10000,histgbr,,,,,,,411.16586564557963,20.277225294541154,2.376519278982364,0.19106842737094837,0.115392446113207,2.7610438764095306,0.6602753366562477,0.3430363715212759,0.891635537147522,0.05609699101083861,0.891635537147522,-0.025369106508704116,1.5946980714797974,0.11502711989836771,1.5946980714797974,0.026337069948096335,3.0426526069641113,0.3639981891661893,3.0426526069641113,0.250815464521464,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
alpha_sweep_dml_varmatched,pca,10,medium,10,0.5,1000,10,0.0,0.0,50,dml_learner,true_y,frozen,1000,42,b4bf743fbcae0dbf7e5acfca52574495,0,2.0,10000,histgbr,,,,,,,428.31572711085465,20.69579008182231,2.4255756598247964,0.16523409363745495,0.10815324598894117,2.7805360829830166,0.6649366980230283,0.32287165454435346,0.891635537147522,0.05609699101083861,0.891635537147522,-0.025369106508704116,2.919567823410034,0.21059126118035,2.919567823410034,0.1314784408314879,2.4795796871185303,0.2966367287341973,2.4795796871185303,0.17146637528422487,alpha_sweep_dml_varmatched_20260903_varmatched/task0_seed1000/results.parquet,0,1000,
